star_name,distance_l,distance_par,diameter,class,mag,mag_a,visual_lum,color
Bonner Durchmusterung +32°3411,50.54,15.49,0.883,V,+6.37,+5.42,0.590,"B-V= +0.81, U-B= +0.46"
31 Aquilae,49.4,15.1,1.47,IV,+5.16,+4.25,1.73,"B-V= +0.77, U-B= +0.42, R-I= +0.24"
Delta Aquilae,50.1,15.4,2.00,IV,+3.36,+2.43,9.32,"B-V= +0.32, U-B= +0.04"
Bonner Durchmusterung +49°3009,82.1,25.2,0.83,V,+8.03,+6.02,0.34,"B-V= +0.93, U-B= +0.64"
Luyten 1140-40,69,21,,V-VI,+10.71,+9.07,0.02,"B-V= +1.41, U-B= +1.21"
Bonner Durchmusterung +31°3618,119,36.4,0.9,IV,+6.97,+4.17,1.87,"B-V= +0.71, U-B= +0.34"
Bonner Durchmusterung -6°5170,112,34.3,0.9,V-VI,+7.28,+4.61,1.25,"B-V= +0.64, U-B= +0.19"
Cordoba Durchmusterung -35°13554,71.9,22.1,,V,+8.69,+6.97,0.14,"B-V= +1.11, U-B= +0.98, R-I= +0.43"
Bonner Durchmusterung -11°5030,58.8,18.0,,V,+7.54,+6.26,0.27,"B-V= +0.92, U-B= +0.64, R-I= +0.34"
Bonner Durchmusterung +0°4241,74.4,22.8,,V,+10.42,+8.63,0.031,"B-V= +1.45, U-B= +1.26, R-I= +0.68"
Bonner Durchmusterung +58°1929,54.5,16.7,,V,+6.60,+5.48,0.56,"B-V= +0.87, U-B= +0.52"
Mu Aquilae,111,33.9,13.8,IIIb,+4.45,+1.80,16.6,"B-V= +1.17, U-B= +1.26"
Bonner Durchmusterung +4°4157,47.2,14.5,0.65,V,+9.35,+8.55,0.033,"B-V= +1.39, U-B= +1.23, R-I= +0.61"
Sigma Draconis,18.81,5.767,1.240,V,+4.68,+5.87,0.390,"B-V= +0.79, U-B= +0.38, R-I= +0.29"
Bonner Durchmusterung +50°2815,83.5,25.6,1.38,V,+5.73,+3.69,2.91,"B-V= +0.48, U-B= +0.00, R-I= +0.17"
Bonner Durchmusterung -14°5479,101,30.9,1.08,V,+5.46,+3.01,5.43,"B-V= +0.50, U-B= +0.04, R-I= +0.28"
Eggen/Greenstein white dwarf 277,58.7,18.0,0.0149,wd,+12.98,+11.71,0.0018,"B-V= +0.17, U-B= -0.56"
Bonner Durchmusterung +33°3529,105,32.2,,V,+7.51,+4.97,0.89,
Cordoba Durchmusterung -45°13383,93.9,28.8,,V?,+10.04,+7.74,0.070,"B-V= +1.34, R-I= +0.64"
Bonner Durchmusterung +76°750,98.0,30.0,0.8,V,+8.07,+5.68,0.46,"B-V= +0.88, U-B= +0.55"
Bonner Durchmusterung -15°5444,120,36.7,1.07,IV,+5.50,+2.67,7.42,"B-V= +0.46, U-B= +0.02"
Bonner Durchmusterung +57°2057,147,45.0,1.02,IV-V,+6.26,+3.00,5.51,"B-V= +0.55, U-B= +0.05"
Altair,16.77,5.143,1.631,V,+0.77,+2.21,11.39,"B-V= +0.22, U-B= +0.08, R-I= +0.02"
Bonner Durchmusterung +11°4019,90.2,27.7,1.66,V,+6.20,+3.99,2.21,"B-V= +0.65, U-B= +0.13"
Cordoba Durchmusterung -72°1570,76.2,23.4,,V,+8.46,+6.61,0.20,"B-V= +1.06, U-B= +0.98, R-I= +0.38"
Cordoba Durchmusterung -24°15668,46.4,14.2,1.59,V,+6.19,+5.43,0.59,"B-V= +1.02, U-B= +0.94, R-I= +0.34"
Bonner Durchmusterung +3°4191,119,36.5,0.7,V,+9.37,+6.56,0.21,"B-V= +0.99, U-B= +0.80, R-I= +0.40"
Cordoba Durchmusterung -31°17179,62.6,19.2,,V,+8.42,+7.00,0.14,B-V= +0.98
Luyten 997-21,37.9,11.6,0.012,wd,+13.70,+13.38,0.00039,"B-V= +0.28, U-B= -0.60, R-I= -0.06"
Cordoba Durchmusterung -55°8349,74.3,22.8,,V,+8.57,+6.78,0.17,"B-V= +1.08, U-B= +0.88, R-I= +0.38"
Bonner Durchmusterung +29°3820,83.1,25.5,0.82,V,+7.91,+5.87,0.39,"B-V= +0.80, U-B= +0.38"
Bonner Durchmusterung -10°5238,80.0,24.5,1.42,V,+5.88,+3.93,2.33,"B-V= +0.58, U-B= +0.05, R-I= +0.21"
Cordoba Durchmusterung -34°14082,68.1,20.9,1.23,V,+5.65,+4.06,2.08,"B-V= +0.49, U-B= -0.02, R-I= +0.15"
Bonner Durchmusterung +22°3887,62.8,19.3,,V-VI,+7.50,+6.08,0.32,
Cape Photographic Durchmusterung -50°11256,38,12,0.78,V,+8.69,+8.33,0.04,"B-V= +1.12, U-B= +1.09, R-I= +0.42"
Bonner Durchmusterung +15°4026,63.1,19.3,0.88,V,+7.17,+5.73,0.44,"B-V= +0.71, U-B= +0.23, R-I= +0.27"
Bonner Durchmusterung +2°4076,42.8,13.1,0.79,V,+7.46,+6.87,0.16,"B-V= +1.14, U-B= +1.08, R-I= +0.42"
Cape Photographic Durchmusterung -67°3703,57.8,17.7,1.05,V,+6.08,+4.84,1.01,"B-V= +0.65, U-B= +0.07, R-I= +0.23"
Bonner Durchmusterung +22°3908,50.8,15.6,0.86,V,+7.28,+6.32,0.26,"B-V= +0.82, U-B= +0.40, R-I= +0.31"
15 Sagittae,57.6,17.7,1.12,V,+5.79,+4.55,1.32,"B-V= +0.61, U-B= +0.09, R-I= +0.19"
Bonner Durchmusterung +25°4085,70.5,21.6,,V,+7.87,+6.19,0.29,"B-V= +0.91, U-B= +0.71"
Eggen/Greenstein white dwarf 498,57.0,17.5,,wd,+16.87,+15.66,0.000048,B-V= +1.04
Bonner Durchmusterung +54°2281,60,19,,V,+7.72,+6.38,0.2,"B-V= +0.94, U-B= +0.65"
Bonner Durchmusterung +38°3896,61.6,18.9,1.28,IV,+6.20,+4.82,1.03,"B-V= +0.65, U-B= +0.18"
Delta Pavonis,19.92,6.108,1.188,V,+3.55,+4.62,1.231,"B-V= +0.76, U-B= +0.45, R-I= +0.23"
Catalogue Astrographique +55°50103,51.6,15.8,,V,+11.98,+10.99,0.0035,"B-V= +1.54, R-I= +0.82"
Bonner Durchmusterung -14°5652,104,31.8,,V,+9.75,+7.24,0.11,"B-V= +1.15, U-B= +1.05, R-I= +0.48"
Luyten 710-30,55,17,,wd,+14.44,+13.29,0.0004,"B-V= +0.19, U-B= -0.70"
Bonner Durchmusterung -20°5833,51.1,15.7,0.7,V,+8.91,+7.94,0.058,"B-V= +1.29, U-B= +1.21, R-I= +0.55"
Luyten 565-18,50.1,15.4,,wd,+12.18,+11.25,0.0028,"B-V= +0.07, U-B= -0.66"
Bonner Durchmusterung +37°3812,79.6,24.4,,V,+7.95,+6.01,0.34,"B-V= +0.86, U-B= +0.57"
Xi(2) Capricorni,91.5,28.1,,V,+5.85,+3.61,3.13,"B-V= +0.48, U-B= -0.07"
Cordoba Durchmusterung -45°13677,20.24,6.205,0.567,V,+7.97,+9.01,0.0218,"B-V= +1.43, U-B= +1.18, R-I= +0.73"
Bonner Durchmusterung -7°5223,66.5,20.4,,V,+10.19,+8.64,0.030,"B-V= +1.34, U-B= +1.22, R-I= +0.61"
Cordoba Durchmusterung -27°14659,28.78,8.824,0.891,V,+5.73,+6.01,0.345,"B-V= +0.88, U-B= +0.64, R-I= +0.32"
Bonner Durchmusterung +76°785,54.8,16.8,0.68,V,+8.88,+7.76,0.069,"B-V= +1.33, U-B= +1.28"
Cordoba Durchmusterung -39°13701,69,21,,V,+7.78,+6.14,0.3,B-V= +0.86
Catalogue Astrographique +42°849-367,79.6,24.4,,V,+9.98,+8.04,0.053,"B-V= +1.34, U-B= +1.30, R-I= +0.60"
Bonner Durchmusterung +6°4489,154,47.1,,V,+9.72,+6.35,0.25,"B-V= +1.14, U-B= +1.08, R-I= +0.44"
Cape Photographic Durchmusterung -46°9951,58.5,17.9,0.71,V,+8.73,+7.46,0.090,"B-V= +1.16, U-B= +1.14, R-I= +0.48"
Bonner Durchmusterung +66°1281,57.30,17.57,1.190,V,+5.92,+4.70,1.153,"B-V= +0.58, U-B= +0.06"
Cordoba Durchmusterung -50°12929,106,32.4,1.78,IV-V,+6.26,+3.71,2.86,"B-V= +0.55, U-B= -0.02, R-I= +0.20"
Cordoba Durchmusterung -31°17597,63.3,19.4,0.9,V,+6.61,+5.17,0.74,"B-V= +0.73, U-B= +0.28, R-I= +0.24"
Cordoba Durchmusterung -28°16676,50,15,,V,+11.41,+10.48,0.006,"B-V= +1.52, U-B= +1.12, R-I= +1.04"
HU Delphini,28.6,8.76,,V,+13.05,+13.34,0.00040,"B-V= +1.65, U-B= +1.28, R-I= +1.32"
Bonner Durchmusterung +33°3936,85.4,26.2,,V,+9.22,+7.13,0.12,"B-V= +1.13, U-B= +1.08, R-I= +0.42"
Catalogue Astrographique +65°6955,25.96,7.961,,V,+10.54,+11.04,0.00335,"B-V= +1.56, U-B= +1.21, R-I= +1.08"
Bonner Durchmusterung +41°3799,72.5,22.2,0.88,V,+7.08,+5.35,0.63,"B-V= +0.79, U-B= +0.38, R-I= +0.31"
Bonner Durchmusterung -14°5781,107,32.8,,V,+6.13,+3.55,3.31,"B-V= +0.54, U-B= -0.02, R-I= +0.19"
Wolf 1346,48.2,14.8,0.015,wd,+11.53,+10.68,0.0047,"B-V= -0.07, U-B= -0.87"
Alpha Indi,101,31.0,11.7,III,+3.11,+0.65,48.0,"B-V= +1.00, U-B= +0.80, R-I= +0.46"
Phi(2) Pavonis,78.9,24.2,1.85,V,+5.12,+3.20,4.57,"B-V= +0.53, U-B= +0.01, R-I= +0.20"
Bonner Durchmusterung +38°4172,87.9,26.9,0.93,V,+6.76,+4.61,1.25,"B-V= +0.62, U-B= +0.12"
Cordoba Durchmusterung -24°16193,47.8,14.6,0.88,V,+6.36,+5.53,0.53,"B-V= +0.72, U-B= +0.22, R-I= +0.26"
Giclas 144-25,32.1,9.84,,V,+13.43,+13.46,0.00036,"B-V= +1.72, U-B= +1.29, R-I= +1.37"
Cape Photographic Durchmusterung -53°9928,39.5,12.1,0.67,V,+8.83,+8.41,0.038,"B-V= +1.31, U-B= +1.13, R-I= +0.61"
Cordoba Durchmusterung -22°14919,75.1,23.0,,V,+9.71,+7.90,0.060,"B-V= +1.11, U-B= +0.87, R-I= +0.54"
Luyten 116-79,84,26,0.011,wd,+13.40,+11.36,0.002,"B-V= +0.10, U-B= -0.80"
Luyten 711-10,68.8,21.1,,wd,+12.38,+10.76,0.0043,"B-V= -0.08, U-B= -0.83"
Bonner Durchmusterung +56°2471,78.1,24.0,,V,+10.27,+8.37,0.039,"B-V= +1.36, U-B= +1.26, R-I= +0.60"
Cordoba Durchmusterung -29°17282,73.2,22.4,,V,+6.95,+5.19,0.73,"B-V= +0.67, R-I= +0.24"
Eta Indi,78.8,24.2,,III-IV,+4.50,+2.59,8.03,"B-V= +0.27, U-B= +0.09"
Wolf 1084,51.5,15.8,,V,+14.68,+13.69,0.00029,"B-V= +1.79, R-I= +1.53"
AU Microscopii,32.4,9.94,0.67,V,+8.96 (increasing to +8.56),+8.97 (increasing to +8.57),0.022 (increasing to  0.032),"B-V= +1.42, U-B= +0.95, R-I= +0.85"
Bonner Durchmusterung +19°4499,65.0,19.9,,V,+10.29,+8.80,0.026,"B-V= +1.45, U-B= +1.15, R-I= +0.75"
Psi Capricorni,47.9,14.7,1.09,V,+4.13,+3.30,4.16,"B-V= +0.43, U-B= +0.02, R-I= +0.14"
Catalogue Astrographique +44°871-589,40.8,12.5,,V,+10.79,+10.31,0.0066,"B-V= +1.53, U-B= +1.19, R-I= +0.93"
Bonner Durchmusterung +57°2240,88.5,27.1,2.77,IV,+4.52,+2.35,10.0,"B-V= +0.54, U-B= +0.10"
Eta Cephei,46.78,14.34,3.977,IV,+3.43,+2.65,7.621,"B-V= +0.92, U-B= +0.62, R-I= +0.33"
Iota Microscopii,134,41.1,1.80,IV,+5.10,+2.03,13.4,"B-V= +0.35, U-B= +0.05, R-I= +0.20"
Luyten 1576-43,59.3,18.2,,wd,+12.93,+11.63,0.0019,"B-V= +0.14, U-B= -0.67"
Bonner Durchmusterung +28°3900,67.4,20.7,,V,+8.36,+6.78,0.17,"B-V= +1.06, U-B= +0.93"
Giclas 187-8,65.2,20.0,,wd,+15.58,+14.07,0.00020,"B-V= +0.95, U-B= +0.40"
Bonner Durchmusterung +52°2815,73.2,22.4,,V-VI,+9.70,+7.95,0.058,"B-V= +1.32, R-I= +0.56"
31 Vulpeculae,217,66.4,15.7,III,+4.57,+0.46,57.0,"B-V= +0.83, U-B= +0.47"
Bonner Durchmusterung +61°2068,22.98,7.045,0.583,V,+8.55,+9.31,0.0164,"B-V= +1.48, U-B= +1.24, R-I= +0.82"
Bonner Durchmusterung +12°4499,74.1,22.7,,V,+8.82,+7.04,0.13,"B-V= +1.05, U-B= +1.05, R-I= +0.42"
Cordoba Durchmusterung -26°15344,68.5,21.0,1.22,V,+5.71,+4.10,2.00,"B-V= +0.50, U-B= -0.04, R-I= +0.17"
Catalogue Astrographique -11°2439-179,48,15,,V,+11.38,+10.53,0.005,"B-V= +1.51, U-B= +1.07, R-I= +1.04"
Cordoba Durchmusterung -44°14214,70.5,21.6,0.94,V,+6.52,+4.84,1.01,"B-V= +0.58, U-B= -0.02, R-I= +0.21"
Bonner Durchmusterung +42°3917,77,24,,,+9.00,+7.14,0.1,
Wolf 1373,44.5,13.7,,V,+11.98,+11.30,0.0026,"B-V= +1.61, U-B= +1.22, R-I= +0.99"
Cordoba Durchmusterung -34°14779,63,19,,V,+7.35,+5.93,0.4,"B-V= +0.84, U-B= +0.49"
Bonner Durchmusterung +37°4131,74,23,,V,+8.00,+6.23,0.3,"B-V= +1.67, U-B= +2.03"
Cordoba Durchmusterung -33°15343,66.7,20.5,,V,+9.37,+7.81,0.065,"B-V= +1.24, U-B= +1.21, R-I= +0.54"
Wolf 906,45.1,13.8,,V,+11.23,+10.53,0.0053,"B-V= +1.49, R-I= +1.04"
Ross 769,62.4,19.1,,V,+11.45,+10.04,0.0084,"B-V= +1.47, U-B= +1.08, R-I= +0.84"
Bonner Durchmusterung +6°4741,48.4,14.8,0.78,V,+8.27,+7.42,0.094,"B-V= +1.22, U-B= +1.16, R-I= +0.50"
Luyten 24-52,56.3,17.3,,wd,+13.56,+12.37,0.00098,"B-V= +0.25, U-B= -0.60"
Chi Capricorni,191,58.6,1.71,V,+5.29,+1.45,22.8,"B-V= +0.00, U-B= -0.03"
Bonner Durchmusterung +24°4329,114,35.0,,V,+9.88,+7.16,0.12,"B-V= +1.16, U-B= +1.05, R-I= +0.46"
Wolf 918,39.6,12.1,,V,+10.87,+10.45,0.0057,"B-V= +1.50, U-B= +1.10, R-I= +0.86"
Giclas 231-27,78.2,24.0,,VI,+13.30,+11.40,0.0024,B-V= +1.55
Cordoba Durchmusterung -44°14334,46.8,14.3,,V-VI,+11.98,+11.20,0.0029,"B-V= +1.56, R-I= +0.96"
Cordoba Durchmusterung -40°14216,106,32.4,1.67,V,+5.82,+3.27,4.27,"B-V= +0.45, U-B= +0.01"
Bonner Durchmusterung +44°3728,99.8,30.6,,IV-V,+7.79,+5.36,0.62,"B-V= +0.78, U-B= +0.42"
Bonner Durchmusterung +24°4357,47,14,,V,+6.97,+6.16,0.3,"B-V= +0.89, U-B= +0.49, R-I= +0.36"
Bonner Durchmusterung +8°4638,52.8,16.2,1.46,V,+7.92,+6.87,0.16,"B-V= +1.02, U-B= +0.84, R-I= +0.40"
AX Microscopii,12.87,3.947,0.653,V,+6.69 (increasing to +6.49),+8.70 (increasing to +8.50),0.0287 (increasing to  0.0345),"B-V= +1.41, U-B= +1.21, R-I= +0.69"
Cape Photographic Durchmusterung -61°6537,70,21,0.96,V,+6.60,+4.94,0.9,"B-V= +0.68, U-B= +0.25, R-I= +0.24"
Cordoba Durchmusterung -43°14464,77.6,23.8,0.95,V,+6.75,+4.87,0.99,"B-V= +0.63, U-B= +0.14, R-I= +0.33"
Bonner Durchmusterung -0°4195,62.7,19.2,0.8,V,+8.23,+6.81,0.16,"B-V= +0.98, U-B= +0.83, R-I= +0.40"
Luyten 212-19,72.5,22.2,,wd,+14.28,+12.55,0.00083,"B-V= +0.26, U-B= -0.59"
Alpha Cephei,48.80,14.96,1.897,IV-V,+2.45,+1.58,20.40,"B-V= +0.22, U-B= +0.11, R-I= +0.02"
Eggen/Greenstein white dwarf 378,64,20,,wd,+11.97,+10.50,0.005,"B-V= +0.07, U-B= -0.67"
Cordoba Durchmusterung -51°12903,214,66,,V-VI,+10.63,+6.54,0.2,"B-V= +0.81, U-B= +0.36, R-I= +0.42"
Bonner Durchmusterung -20°6185,53.4,16.4,0.72,V,+9.10,+8.03,0.053,"B-V= +1.35, U-B= +1.26, R-I= +0.61"
Cordoba Durchmusterung -68°2223,66.8,20.5,,V,+6.97,+5.42,0.59,"B-V= +0.73, U-B= +1.79"
Luyten 353-143,88,27,,V,+12.45,+10.30,0.007,"B-V= +1.56, R-I= +0.96"
Gamma Pavonis,30.06,9.217,1.000,V,+4.21,+4.39,1.526,"B-V= +0.49, U-B= -0.12, R-I= +0.20"
Cape Photographic Durchmusterung -56°9645,75.6,23.2,0.76,V,+8.65,+6.82,0.16,"B-V= +0.92, U-B= +0.62, R-I= +0.36"
Catalogue Astrographique +3°2561-36,62,19,,V,+10.50,+9.10,0.02,"B-V= +1.38, U-B= +1.20, R-I= +0.67"
Catalogue Astrographique -7°388-38,53.0,16.2,,V-VI,+11.09,+10.03,0.0084,"B-V= +1.55, U-B= +1.17, R-I= +0.78"
Bonner Durchmusterung +69°1169,83.9,25.7,,V,+7.26,+5.21,0.72,
Bonner Durchmusterung +9°4821,150,45.9,0.73,V,+8.73,+5.42,0.59,"B-V= +0.86, U-B= +0.60"
Catalogue Astrographique +73°8031,66.8,20.5,0.0153,wd,+12.80,+11.24,0.0028,"B-V= +0.02, U-B= -0.66"
Catalogue Astrographique +17°534-105,22.0,6.74,,V,+10.33,+11.18,0.0029,"B-V= +1.63, U-B= +1.28, R-I= +1.15"
Bonner Durchmusterung -13°5945,58.9,18.1,0.69,V,+9.11,+7.82,0.065,"B-V= +1.28, U-B= +1.24, R-I= +0.55"
Bonner Durchmusterung +22°4409,81.7,25.1,,V,+9.25,+7.26,0.11,"B-V= +1.05, U-B= +0.80, R-I= +0.50"
Bonner Durchmusterung -10°5696,56.3,17.2,,VI,+7.41,+6.23,0.28,
Cordoba Durchmusterung -49°13515,16.10,4.938,0.356,V,+8.66,+10.20,0.00727,"B-V= +1.47, U-B= +1.05, R-I= +0.93"
Cordoba Durchmusterung -51°12998,48.1,14.7,0.81,V,+7.14,+6.29,0.26,"B-V= +0.88, U-B= +0.57, R-I= +0.30"
Bonner Durchmusterung +27°4120,42.9,13.1,,V,+9.83,+9.24,0.018,"B-V= +1.50, U-B= +1.26, R-I= +0.81"
Nu Octantis,69.1,21.2,6.60,III,+3.75,+2.12,12.4,"B-V= +1.00, U-B= +0.89, R-I= +0.46"
Bonner Durchmusterung +52°2996,98.8,30.3,,V,+10.90,+8.49,0.035,"B-V= +1.41, R-I= +0.70"
Cordoba Durchmusterung -27°15550,83.4,25.6,0.95,IV-V,+6.74,+4.70,1.15,"B-V= +0.62, U-B= +0.16, R-I= +0.32"
Gamma Capricorni,139,42.6,4.90,III?,+3.67,+0.53,53.6,"B-V= +0.32, U-B= +0.20"
Cape Photographic Durchmusterung -41°9682,76.9,23.6,0.73,V,+8.82,+6.96,0.14,"B-V= +1.04, U-B= +0.90, R-I= +0.42"
Luyten 1363-3,41.0,12.6,0.0166,wd,+13.24,+12.74,0.00070,"B-V= +0.17, U-B= -0.71"
Rob 526,62,19,,V,+12.07,+10.69,0.005,"B-V= +1.53, U-B= +1.21"
HN Pegasi,60.0,18.4,0.94,V,+5.95,+4.62,1.23,"B-V= +0.59, U-B= +0.04"
Bonner Durchmusterung +40°4631,66.2,20.3,,V,+9.65,+8.11,0.050,"B-V= +1.34, U-B= +1.20, R-I= +0.59"
Delta Capricorni,38.6,11.8,2,V,+2.85 (increasing to +2.75),+2.49 (increasing to +2.39),8.82 (increasing to  9.67),"B-V= +0.29, U-B= +0.09, R-I= +0.16"
AY Indi,52.6,16.1,,V,+9.80 (increasing to +8.50),+8.76 (increasing to +7.46),0.027 (increasing to  0.090),"B-V= +1.46, U-B= +1.16, R-I= +0.86"
Cordoba Durchmusterung -40°14498,77.4,23.7,0.78,V,+8.63,+6.76,0.17,"B-V= +0.97, U-B= +0.77, R-I= +0.36"
Cordoba Durchmusterung -47°13928,51.0,15.6,1.04,V,+5.58,+4.61,1.25,"B-V= +0.60, U-B= +0.08, R-I= +0.20"
Bonner Durchmusterung -10°5774,54,17,,VI,+7.50,+6.39,0.2,
Bonner Durchmusterung +74°938,117,35.7,0.77,V,+8.99,+6.23,0.28,"B-V= +0.86, U-B= +0.53"
Bonner Durchmusterung +0°4788,115,35.1,0.76,V,+8.60,+5.88,0.39,"B-V= +0.83, U-B= +0.51, R-I= +0.40"
Rob 299,51,16,,V,+12.11,+11.14,0.003,"B-V= +1.53, U-B= +1.09, R-I= +1.09"
Eggen/Greenstein white dwarf 150,82,25,0.0131,wd,+12.74,+10.74,0.004,"B-V= +0.01, U-B= -0.77"
Bonner Durchmusterung +39°4694,131,40.1,,V?,+8.28,+5.27,0.68,"B-V= +0.73, U-B= +0.28"
15 pegasi,90.2,27.7,1.11,V-VI,+5.53,+3.32,4.09,"B-V= +0.42, U-B= -0.13"
Mu Capricorni,90.2,27.7,1.64,III,+5.08,+2.87,6.21,"B-V= +0.37, U-B= -0.05, R-I= +0.22"
Luyten 1003-16,64,20,,wd,+14.41,+12.95,0.0006,"B-V= +0.26, U-B= -0.51"
Luyten 355-62,49.3,15.1,,V-VI,+11.99,+11.09,0.0032,"B-V= +1.56, U-B= +1.17, R-I= +0.97"
Catalogue Astrographique +41°915-440,75.7,23.2,0.57,V,+10.35,+8.52,0.034,"B-V= +1.36, U-B= +1.20, R-I= +0.66"
Bonner Durchmusterung +31°4574,66.3,20.3,0.85,V,+7.77,+6.23,0.28,"B-V= +0.92, U-B= +0.64"
Luyten Palomar 639-1,43.5,13.3,,V,+14.64,+14.02,0.00022,"B-V= +1.76, R-I= +1.42"
Luyten 165-2,38.7,11.9,,V,+9.74,+9.37,0.016,"B-V= +1.49, U-B= +1.18, R-I= +0.81"
Cordoba Durchmusterung -61°6651,75.8,23.2,,V,+9.30,+7.47,0.090,"B-V= +1.25, R-I= +0.51"
Catalogue Astrographique +75°8347,68.0,20.9,,V,+10.60,+9.00,0.022,"B-V= +1.45, R-I= +0.76"
Catalogue Astrographique +16°734-144,53.5,16.4,,V,+10.65,+9.58,0.013,"B-V= +1.58, U-B= +1.28, R-I= +1.01"
Epsilon Indi,11.83,3.626,1.387,V,+4.69,+6.89,0.153,"B-V= +1.06, U-B= +0.99, R-I= +0.40"
Bonner Durchmusterung +0°4810,33.6,10.3,0.65,V,+9.17,+9.10,0.020,"B-V= +1.48, U-B= +1.21, R-I= +0.75"
Bonner Durchmusterung -12°6174,70,21,,V,+10.12,+8.47,0.04,"B-V= +1.45, R-I= +0.72"
Cordoba Durchmusterung -45°14576,98.5,30.2,0.75,V,+8.43,+6.03,0.34,"B-V= +0.85, U-B= +0.55, R-I= +0.30"
Iota Pegasi,38.35,11.76,1.478,V,+3.77,+3.42,3.748,"B-V= +0.44, U-B= -0.04"
Alpha Gruis,101,31.1,3.28,V,+1.73,-0.73,171,"B-V= -0.13, U-B= -0.47, R-I= -0.07"
Bonner Durchmusterung -8°5818,69.4,21.3,0.96,IV,+6.55,+4.91,0.95,"B-V= +0.75, U-B= +0.36, R-I= +0.25"
Bonner Durchmusterung -5°5715,28.6,8.77,,V,+10.41,+10.69,0.0046,"B-V= +1.51, U-B= +1.13, R-I= +1.10"
Tau Piscis Austrini,61.1,18.7,1.1,V,+4.93,+3.56,3.27,"B-V= +0.48, U-B= +0.01, R-I= +0.26"
Eggen/Greenstein white dwarf 302,82.2,25.2,0.009,wd,+15.66,+13.65,0.00030,"B-V= +0.23, U-B= -0.54"
Theta Pegasi,96.6,29.6,2.36,V,+3.52,+1.16,29.9,"B-V= +0.08, U-B= +0.10"
Bonner Durchmusterung +18°4946,56,17,,V,+6.18,+4.99,0.9,"B-V= +0.69, U-B= +0.17"
Bonner Durchmusterung +35°4725,73.2,22.4,0.87,V,+7.26,+5.51,0.54,"B-V= +0.79, U-B= +0.46"
Ross 271,37.3,11.4,,V,+10.25,+9.96,0.0090,"B-V= +1.50, U-B= +1.15, R-I= +0.96"
Wolf 1018,80,24,,V,+11.79,+9.85,0.010,"B-V= +1.49, R-I= +0.87"
Cordoba Durchmusterung -41°14804,72.2,22.1,1.31,V,+6.23,+4.50,1.38,"B-V= +0.65, U-B= +0.14, R-I= +0.22"
Bonner Durchmusterung -16°6046,39,12,,V,+6.54,+6.14,0.3,"B-V= +0.90, U-B= +0.57, R-I= +0.33"
Bonner Durchmusterung +56°2737,292,89.4,,V,+9.84,+5.08,0.81,"B-V= +0.72, U-B= +0.23"
Catalogue Astrographique +27°66379,64.5,19.8,,V,+10.33,+8.85,0.025,"B-V= +1.46, R-I= +0.66"
Epsilon Cephei,83.9,25.7,1.96,IV,+4.19 (increasing to +4.16),+2.14 (increasing to +2.11),12.2 (increasing to  12.5),"B-V= +0.28, U-B= +0.04"
Cordoba Durchmusterung -49°13794,82.8,25.4,,V,+8.43,+6.40,0.24,
Bonner Durchmusterung +67°1424,78.2,24.0,,V,+9.24,+7.34,0.10,"B-V= +1.15, U-B= +1.07"
Gamma Aquarii,158,48.4,3.12,V,+3.85,+0.42,59.0,"B-V= -0.05, U-B= -0.12"
Cordoba Durchmusterung -55°9073,43.6,13.4,,V,+9.03,+8.39,0.038,"B-V= +1.35, U-B= +1.17, R-I= +0.60"
Cordoba Durchmusterung -57°8545,63.2,19.4,,V,+10.82,+9.38,0.015,"B-V= +1.50, U-B= +1.16, R-I= +0.81"
Cape Photographic Durchmusterung -58°7954,66.8,20.5,1.05,V?,+5.31,+3.75,2.75,"B-V= +0.67, U-B= +0.13, R-I= +0.24"
Cordoba Durchmusterung -30°19175,50.4,15.4,0.76,V,+7.64,+6.69,0.18,"B-V= +1.10, U-B= +1.00, R-I= +0.38"
Bonner Durchmusterung -7°5797,83.2,25.5,0.86,V,+6.15,+4.11,1.97,"B-V= +0.56, U-B= +0.04, R-I= +0.31"
Bonner Durchmusterung +8°4887,41.8,12.8,,V-VI,+10.36,+9.82,0.010,"B-V= +1.51, U-B= +1.16, R-I= +0.83"
Cordoba Durchmusterung -36°15445,104,32.0,0.85,V,+7.79,+5.27,0.68,"B-V= +0.72, U-B= +0.29"
Upsilon Aquarii,74.2,22.7,1.42,V,+5.20,+3.41,3.75,"B-V= +0.44, U-B= +0.00, R-I= +0.24"
Cape Photographic Durchmusterung -55°9866,105,32.3,0.86,V,+7.58,+5.04,0.84,"B-V= +0.66, U-B= +0.12, R-I= +0.36"
Bonner Durchmusterung -1°4323,57.2,17.5,0.62,V,+9.98,+8.76,0.027,"B-V= +1.44, U-B= +1.18, R-I= +0.77"
Luyten Two-Tenth 16634,61.6,18.9,,V,+9.41,+8.03,0.054,R-I= +0.66
Cordoba Durchmusterung -30°19255,44.2,13.5,0.76,V,+7.83,+7.17,0.12,"B-V= +1.13, U-B= +1.00, R-I= +0.44"
Cordoba Durchmusterung -32°17191,87.1,26.7,0.82,V,+7.39,+5.26,0.69,"B-V= +0.80, U-B= +0.44, R-I= +0.25"
Gliese & Jahreiss 1271,69.2,21.2,,V,+11.78,+10.15,0.0076,"B-V= +1.56, U-B= +1.16, R-I= +1.03"
Bonner Durchmusterung -7°5839,70.2,21.5,,V-VI,+8.11,+6.44,0.23,"B-V= +0.97, U-B= +0.79"
